geometry,centroid,mugs,cens,club,hood
"POLYGON ((-58.48242480712138 -34.54753818097116, -58.48242480712138 -34.54976008173438, -58.48487950379485 -34.54976008173438, -58.48487950379485 -34.54753818097116, -58.48242480712138 -34.54753818097116))",POINT (-58.48365215545811 -34.54864913135277),5,0,0,SAAVEDRA
"POLYGON ((-58.47997011044789 -34.54753818097116, -58.47997011044789 -34.54976008173438, -58.48242480712138 -34.54976008173438, -58.48242480712138 -34.54753818097116, -58.47997011044789 -34.54753818097116))",POINT (-58.48119745878464 -34.54864913135277),3,0,0,SAAVEDRA
"POLYGON ((-58.47751541377441 -34.54753818097116, -58.47751541377441 -34.54976008173438, -58.47997011044789 -34.54976008173438, -58.47997011044789 -34.54753818097116, -58.47751541377441 -34.54753818097116))",POINT (-58.47874276211116 -34.54864913135277),0,1,0,SAAVEDRA
"POLYGON ((-58.47506071710093 -34.54753818097116, -58.47506071710093 -34.54976008173438, -58.47751541377441 -34.54976008173438, -58.47751541377441 -34.54753818097116, -58.47506071710093 -34.54753818097116))",POINT (-58.47628806543767 -34.54864913135277),3,0,1,SAAVEDRA
"POLYGON ((-58.47260602042745 -34.54753818097116, -58.47260602042745 -34.54976008173438, -58.47506071710093 -34.54976008173438, -58.47506071710093 -34.54753818097116, -58.47260602042745 -34.54753818097116))",POINT (-58.47383336876419 -34.54864913135277),3,0,1,SAAVEDRA
"POLYGON ((-58.47015132375397 -34.54753818097116, -58.47015132375397 -34.54976008173438, -58.47260602042745 -34.54976008173438, -58.47260602042745 -34.54753818097116, -58.47015132375397 -34.54753818097116))",POINT (-58.47137867209072 -34.54864913135277),6,0,1,SAAVEDRA
"POLYGON ((-58.46769662708049 -34.54753818097116, -58.46769662708049 -34.54976008173438, -58.47015132375397 -34.54976008173438, -58.47015132375397 -34.54753818097116, -58.46769662708049 -34.54753818097116))",POINT (-58.46892397541723 -34.54864913135277),4,0,1,SAAVEDRA
"POLYGON ((-58.465241930407 -34.54753818097116, -58.465241930407 -34.54976008173438, -58.46769662708049 -34.54976008173438, -58.46769662708049 -34.54753818097116, -58.465241930407 -34.54753818097116))",POINT (-58.46646927874375 -34.54864913135277),2,0,1,NUÑEZ
"POLYGON ((-58.46278723373352 -34.54753818097116, -58.46278723373352 -34.54976008173438, -58.465241930407 -34.54976008173438, -58.465241930407 -34.54753818097116, -58.46278723373352 -34.54753818097116))",POINT (-58.46401458207026 -34.54864913135277),1,0,1,NUÑEZ
"POLYGON ((-58.46033253706004 -34.54753818097116, -58.46033253706004 -34.54976008173438, -58.46278723373352 -34.54976008173438, -58.46278723373352 -34.54753818097116, -58.46033253706004 -34.54753818097116))",POINT (-58.46155988539678 -34.54864913135277),5,0,1,NUÑEZ
"POLYGON ((-58.45787784038656 -34.54753818097116, -58.45787784038656 -34.54976008173438, -58.46033253706004 -34.54976008173438, -58.46033253706004 -34.54753818097116, -58.45787784038656 -34.54753818097116))",POINT (-58.4591051887233 -34.54864913135277),1,0,1,NUÑEZ
"POLYGON ((-58.45542314371308 -34.54753818097116, -58.45542314371308 -34.54976008173438, -58.45787784038656 -34.54976008173438, -58.45787784038656 -34.54753818097116, -58.45542314371308 -34.54753818097116))",POINT (-58.45665049204981 -34.54864913135277),1,0,1,NUÑEZ
"POLYGON ((-58.45296844703959 -34.54753818097116, -58.45296844703959 -34.54976008173438, -58.45542314371308 -34.54976008173438, -58.45542314371308 -34.54753818097116, -58.45296844703959 -34.54753818097116))",POINT (-58.45419579537634 -34.54864913135277),3,0,1,NUÑEZ
"POLYGON ((-58.45051375036611 -34.54753818097116, -58.45051375036611 -34.54976008173438, -58.45296844703959 -34.54976008173438, -58.45296844703959 -34.54753818097116, -58.45051375036611 -34.54753818097116))",POINT (-58.45174109870285 -34.54864913135277),0,1,1,BELGRANO
"POLYGON ((-58.44805905369264 -34.54753818097116, -58.44805905369264 -34.54976008173438, -58.45051375036611 -34.54976008173438, -58.45051375036611 -34.54753818097116, -58.44805905369264 -34.54753818097116))",POINT (-58.44928640202937 -34.54864913135277),1,0,1,BELGRANO
"POLYGON ((-58.44560435701916 -34.54753818097116, -58.44560435701916 -34.54976008173438, -58.44805905369264 -34.54976008173438, -58.44805905369264 -34.54753818097116, -58.44560435701916 -34.54753818097116))",POINT (-58.4468317053559 -34.54864913135277),0,1,1,BELGRANO
"POLYGON ((-58.44314966034568 -34.54753818097116, -58.44314966034568 -34.54976008173438, -58.44560435701916 -34.54976008173438, -58.44560435701916 -34.54753818097116, -58.44314966034568 -34.54753818097116))",POINT (-58.44437700868241 -34.54864913135277),2,0,0,BELGRANO
"POLYGON ((-58.44069496367219 -34.54753818097116, -58.44069496367219 -34.54976008173438, -58.44314966034568 -34.54976008173438, -58.44314966034568 -34.54753818097116, -58.44069496367219 -34.54753818097116))",POINT (-58.44192231200893 -34.54864913135277),0,1,0,BELGRANO
"POLYGON ((-58.43824026699871 -34.54753818097116, -58.43824026699871 -34.54976008173438, -58.44069496367219 -34.54976008173438, -58.44069496367219 -34.54753818097116, -58.43824026699871 -34.54753818097116))",POINT (-58.43946761533545 -34.54864913135277),0,1,0,BELGRANO
"POLYGON ((-58.43578557032523 -34.54753818097116, -58.43578557032523 -34.54976008173438, -58.43824026699871 -34.54976008173438, -58.43824026699871 -34.54753818097116, -58.43578557032523 -34.54753818097116))",POINT (-58.43701291866196 -34.54864913135277),1,0,0,BELGRANO
"POLYGON ((-58.43333087365175 -34.54753818097116, -58.43333087365175 -34.54976008173438, -58.43578557032523 -34.54976008173438, -58.43578557032523 -34.54753818097116, -58.43333087365175 -34.54753818097116))",POINT (-58.43455822198849 -34.54864913135277),0,1,0,BELGRANO
"POLYGON ((-58.43087617697827 -34.54753818097116, -58.43087617697827 -34.54976008173438, -58.43333087365175 -34.54976008173438, -58.43333087365175 -34.54753818097116, -58.43087617697827 -34.54753818097116))",POINT (-58.432103525315 -34.54864913135277),0,1,0,BELGRANO
"POLYGON ((-58.49715298716226 -34.54976008173438, -58.49715298716226 -34.55198198249759, -58.49960768383574 -34.55198198249759, -58.49960768383574 -34.54976008173438, -58.49715298716226 -34.54976008173438))",POINT (-58.498380335499 -34.55087103211598),3,0,0,SAAVEDRA
"POLYGON ((-58.49469829048878 -34.54976008173438, -58.49469829048878 -34.55198198249759, -58.49715298716226 -34.55198198249759, -58.49715298716226 -34.54976008173438, -58.49469829048878 -34.54976008173438))",POINT (-58.49592563882552 -34.55087103211598),3,0,0,SAAVEDRA
"POLYGON ((-58.4922435938153 -34.54976008173438, -58.4922435938153 -34.55198198249759, -58.49469829048878 -34.55198198249759, -58.49469829048878 -34.54976008173438, -58.4922435938153 -34.54976008173438))",POINT (-58.49347094215204 -34.55087103211598),4,0,0,SAAVEDRA
"POLYGON ((-58.48978889714181 -34.54976008173438, -58.48978889714181 -34.55198198249759, -58.4922435938153 -34.55198198249759, -58.4922435938153 -34.54976008173438, -58.48978889714181 -34.54976008173438))",POINT (-58.49101624547855 -34.55087103211598),2,0,0,SAAVEDRA
"POLYGON ((-58.48733420046833 -34.54976008173438, -58.48733420046833 -34.55198198249759, -58.48978889714181 -34.55198198249759, -58.48978889714181 -34.54976008173438, -58.48733420046833 -34.54976008173438))",POINT (-58.48856154880507 -34.55087103211598),10,0,0,SAAVEDRA
"POLYGON ((-58.48487950379485 -34.54976008173438, -58.48487950379485 -34.55198198249759, -58.48733420046833 -34.55198198249759, -58.48733420046833 -34.54976008173438, -58.48487950379485 -34.54976008173438))",POINT (-58.4861068521316 -34.55087103211598),5,0,0,SAAVEDRA
"POLYGON ((-58.48242480712138 -34.54976008173438, -58.48242480712138 -34.55198198249759, -58.48487950379485 -34.55198198249759, -58.48487950379485 -34.54976008173438, -58.48242480712138 -34.54976008173438))",POINT (-58.48365215545811 -34.55087103211599),2,0,0,SAAVEDRA
"POLYGON ((-58.47997011044789 -34.54976008173438, -58.47997011044789 -34.55198198249759, -58.48242480712138 -34.55198198249759, -58.48242480712138 -34.54976008173438, -58.47997011044789 -34.54976008173438))",POINT (-58.48119745878464 -34.55087103211598),2,0,0,SAAVEDRA
"POLYGON ((-58.47751541377441 -34.54976008173438, -58.47751541377441 -34.55198198249759, -58.47997011044789 -34.55198198249759, -58.47997011044789 -34.54976008173438, -58.47751541377441 -34.54976008173438))",POINT (-58.47874276211116 -34.55087103211598),1,0,0,SAAVEDRA
"POLYGON ((-58.47506071710093 -34.54976008173438, -58.47506071710093 -34.55198198249759, -58.47751541377441 -34.55198198249759, -58.47751541377441 -34.54976008173438, -58.47506071710093 -34.54976008173438))",POINT (-58.47628806543767 -34.55087103211598),0,1,0,SAAVEDRA
"POLYGON ((-58.47260602042745 -34.54976008173438, -58.47260602042745 -34.55198198249759, -58.47506071710093 -34.55198198249759, -58.47506071710093 -34.54976008173438, -58.47260602042745 -34.54976008173438))",POINT (-58.47383336876419 -34.55087103211598),5,0,1,SAAVEDRA
"POLYGON ((-58.47015132375397 -34.54976008173438, -58.47015132375397 -34.55198198249759, -58.47260602042745 -34.55198198249759, -58.47260602042745 -34.54976008173438, -58.47015132375397 -34.54976008173438))",POINT (-58.47137867209072 -34.55087103211598),3,0,1,NUÑEZ
"POLYGON ((-58.46769662708049 -34.54976008173438, -58.46769662708049 -34.55198198249759, -58.47015132375397 -34.55198198249759, -58.47015132375397 -34.54976008173438, -58.46769662708049 -34.54976008173438))",POINT (-58.46892397541723 -34.55087103211598),4,0,1,NUÑEZ
"POLYGON ((-58.465241930407 -34.54976008173438, -58.465241930407 -34.55198198249759, -58.46769662708049 -34.55198198249759, -58.46769662708049 -34.54976008173438, -58.465241930407 -34.54976008173438))",POINT (-58.46646927874375 -34.55087103211598),7,0,1,NUÑEZ
"POLYGON ((-58.46278723373352 -34.54976008173438, -58.46278723373352 -34.55198198249759, -58.465241930407 -34.55198198249759, -58.465241930407 -34.54976008173438, -58.46278723373352 -34.54976008173438))",POINT (-58.46401458207026 -34.55087103211598),9,0,1,NUÑEZ
"POLYGON ((-58.46033253706004 -34.54976008173438, -58.46033253706004 -34.55198198249759, -58.46278723373352 -34.55198198249759, -58.46278723373352 -34.54976008173438, -58.46033253706004 -34.54976008173438))",POINT (-58.46155988539678 -34.55087103211598),5,0,1,NUÑEZ
"POLYGON ((-58.45787784038656 -34.54976008173438, -58.45787784038656 -34.55198198249759, -58.46033253706004 -34.55198198249759, -58.46033253706004 -34.54976008173438, -58.45787784038656 -34.54976008173438))",POINT (-58.4591051887233 -34.55087103211598),5,0,1,NUÑEZ
"POLYGON ((-58.45542314371308 -34.54976008173438, -58.45542314371308 -34.55198198249759, -58.45787784038656 -34.55198198249759, -58.45787784038656 -34.54976008173438, -58.45542314371308 -34.54976008173438))",POINT (-58.45665049204981 -34.55087103211598),3,0,1,NUÑEZ
"POLYGON ((-58.45296844703959 -34.54976008173438, -58.45296844703959 -34.55198198249759, -58.45542314371308 -34.55198198249759, -58.45542314371308 -34.54976008173438, -58.45296844703959 -34.54976008173438))",POINT (-58.45419579537634 -34.55087103211598),6,0,1,NUÑEZ
"POLYGON ((-58.45051375036611 -34.54976008173438, -58.45051375036611 -34.55198198249759, -58.45296844703959 -34.55198198249759, -58.45296844703959 -34.54976008173438, -58.45051375036611 -34.54976008173438))",POINT (-58.45174109870285 -34.55087103211598),1,0,1,BELGRANO
"POLYGON ((-58.44805905369264 -34.54976008173438, -58.44805905369264 -34.55198198249759, -58.45051375036611 -34.55198198249759, -58.45051375036611 -34.54976008173438, -58.44805905369264 -34.54976008173438))",POINT (-58.44928640202937 -34.55087103211599),1,0,1,BELGRANO
"POLYGON ((-58.44560435701916 -34.54976008173438, -58.44560435701916 -34.55198198249759, -58.44805905369264 -34.55198198249759, -58.44805905369264 -34.54976008173438, -58.44560435701916 -34.54976008173438))",POINT (-58.4468317053559 -34.55087103211598),1,0,1,BELGRANO
"POLYGON ((-58.44314966034568 -34.54976008173438, -58.44314966034568 -34.55198198249759, -58.44560435701916 -34.55198198249759, -58.44560435701916 -34.54976008173438, -58.44314966034568 -34.54976008173438))",POINT (-58.44437700868241 -34.55087103211598),2,0,1,BELGRANO
"POLYGON ((-58.44069496367219 -34.54976008173438, -58.44069496367219 -34.55198198249759, -58.44314966034568 -34.55198198249759, -58.44314966034568 -34.54976008173438, -58.44069496367219 -34.54976008173438))",POINT (-58.44192231200893 -34.55087103211598),0,1,0,BELGRANO
"POLYGON ((-58.43824026699871 -34.54976008173438, -58.43824026699871 -34.55198198249759, -58.44069496367219 -34.55198198249759, -58.44069496367219 -34.54976008173438, -58.43824026699871 -34.54976008173438))",POINT (-58.43946761533545 -34.55087103211598),0,1,0,BELGRANO
"POLYGON ((-58.43578557032523 -34.54976008173438, -58.43578557032523 -34.55198198249759, -58.43824026699871 -34.55198198249759, -58.43824026699871 -34.54976008173438, -58.43578557032523 -34.54976008173438))",POINT (-58.43701291866196 -34.55087103211598),2,0,0,BELGRANO
"POLYGON ((-58.43333087365175 -34.54976008173438, -58.43333087365175 -34.55198198249759, -58.43578557032523 -34.55198198249759, -58.43578557032523 -34.54976008173438, -58.43333087365175 -34.54976008173438))",POINT (-58.43455822198849 -34.55087103211598),0,1,0,BELGRANO
"POLYGON ((-58.43087617697827 -34.54976008173438, -58.43087617697827 -34.55198198249759, -58.43333087365175 -34.55198198249759, -58.43333087365175 -34.54976008173438, -58.43087617697827 -34.54976008173438))",POINT (-58.432103525315 -34.55087103211598),0,1,0,BELGRANO
"POLYGON ((-58.42842148030478 -34.54976008173438, -58.42842148030478 -34.55198198249759, -58.43087617697827 -34.55198198249759, -58.43087617697827 -34.54976008173438, -58.42842148030478 -34.54976008173438))",POINT (-58.42964882864153 -34.55087103211598),3,0,0,BELGRANO
"POLYGON ((-58.4259667836313 -34.54976008173438, -58.4259667836313 -34.55198198249759, -58.42842148030478 -34.55198198249759, -58.42842148030478 -34.54976008173438, -58.4259667836313 -34.54976008173438))",POINT (-58.42719413196804 -34.55087103211598),0,1,0,BELGRANO
"POLYGON ((-58.49960768383574 -34.55198198249759, -58.49960768383574 -34.55420388326081, -58.50206238050922 -34.55420388326081, -58.50206238050922 -34.55198198249759, -58.49960768383574 -34.55198198249759))",POINT (-58.50083503217249 -34.5530929328792),0,1,0,SAAVEDRA
"POLYGON ((-58.49715298716226 -34.55198198249759, -58.49715298716226 -34.55420388326081, -58.49960768383574 -34.55420388326081, -58.49960768383574 -34.55198198249759, -58.49715298716226 -34.55198198249759))",POINT (-58.498380335499 -34.5530929328792),3,0,0,SAAVEDRA
"POLYGON ((-58.49469829048878 -34.55198198249759, -58.49469829048878 -34.55420388326081, -58.49715298716226 -34.55420388326081, -58.49715298716226 -34.55198198249759, -58.49469829048878 -34.55198198249759))",POINT (-58.49592563882552 -34.5530929328792),1,0,0,SAAVEDRA
"POLYGON ((-58.4922435938153 -34.55198198249759, -58.4922435938153 -34.55420388326081, -58.49469829048878 -34.55420388326081, -58.49469829048878 -34.55198198249759, -58.4922435938153 -34.55198198249759))",POINT (-58.49347094215204 -34.5530929328792),4,0,0,SAAVEDRA
"POLYGON ((-58.48978889714181 -34.55198198249759, -58.48978889714181 -34.55420388326081, -58.4922435938153 -34.55420388326081, -58.4922435938153 -34.55198198249759, -58.48978889714181 -34.55198198249759))",POINT (-58.49101624547855 -34.5530929328792),1,0,0,SAAVEDRA
"POLYGON ((-58.48733420046833 -34.55198198249759, -58.48733420046833 -34.55420388326081, -58.48978889714181 -34.55420388326081, -58.48978889714181 -34.55198198249759, -58.48733420046833 -34.55198198249759))",POINT (-58.48856154880507 -34.5530929328792),5,0,0,SAAVEDRA
"POLYGON ((-58.48487950379485 -34.55198198249759, -58.48487950379485 -34.55420388326081, -58.48733420046833 -34.55420388326081, -58.48733420046833 -34.55198198249759, -58.48487950379485 -34.55198198249759))",POINT (-58.4861068521316 -34.5530929328792),3,0,0,SAAVEDRA
"POLYGON ((-58.48242480712138 -34.55198198249759, -58.48242480712138 -34.55420388326081, -58.48487950379485 -34.55420388326081, -58.48487950379485 -34.55198198249759, -58.48242480712138 -34.55198198249759))",POINT (-58.48365215545811 -34.5530929328792),3,0,0,SAAVEDRA
"POLYGON ((-58.47997011044789 -34.55198198249759, -58.47997011044789 -34.55420388326081, -58.48242480712138 -34.55420388326081, -58.48242480712138 -34.55198198249759, -58.47997011044789 -34.55198198249759))",POINT (-58.48119745878464 -34.5530929328792),2,0,0,SAAVEDRA
"POLYGON ((-58.47751541377441 -34.55198198249759, -58.47751541377441 -34.55420388326081, -58.47997011044789 -34.55420388326081, -58.47997011044789 -34.55198198249759, -58.47751541377441 -34.55198198249759))",POINT (-58.47874276211116 -34.5530929328792),0,1,0,SAAVEDRA
"POLYGON ((-58.47506071710093 -34.55198198249759, -58.47506071710093 -34.55420388326081, -58.47751541377441 -34.55420388326081, -58.47751541377441 -34.55198198249759, -58.47506071710093 -34.55198198249759))",POINT (-58.47628806543767 -34.5530929328792),4,0,0,SAAVEDRA
"POLYGON ((-58.47260602042745 -34.55198198249759, -58.47260602042745 -34.55420388326081, -58.47506071710093 -34.55420388326081, -58.47506071710093 -34.55198198249759, -58.47260602042745 -34.55198198249759))",POINT (-58.47383336876419 -34.5530929328792),3,0,0,NUÑEZ
"POLYGON ((-58.47015132375397 -34.55198198249759, -58.47015132375397 -34.55420388326081, -58.47260602042745 -34.55420388326081, -58.47260602042745 -34.55198198249759, -58.47015132375397 -34.55198198249759))",POINT (-58.47137867209072 -34.5530929328792),3,0,1,NUÑEZ
"POLYGON ((-58.46769662708049 -34.55198198249759, -58.46769662708049 -34.55420388326081, -58.47015132375397 -34.55420388326081, -58.47015132375397 -34.55198198249759, -58.46769662708049 -34.55198198249759))",POINT (-58.46892397541723 -34.5530929328792),5,0,1,NUÑEZ
"POLYGON ((-58.465241930407 -34.55198198249759, -58.465241930407 -34.55420388326081, -58.46769662708049 -34.55420388326081, -58.46769662708049 -34.55198198249759, -58.465241930407 -34.55198198249759))",POINT (-58.46646927874375 -34.5530929328792),3,0,1,NUÑEZ
"POLYGON ((-58.46278723373352 -34.55198198249759, -58.46278723373352 -34.55420388326081, -58.465241930407 -34.55420388326081, -58.465241930407 -34.55198198249759, -58.46278723373352 -34.55198198249759))",POINT (-58.46401458207026 -34.5530929328792),5,0,1,NUÑEZ
"POLYGON ((-58.46033253706004 -34.55198198249759, -58.46033253706004 -34.55420388326081, -58.46278723373352 -34.55420388326081, -58.46278723373352 -34.55198198249759, -58.46033253706004 -34.55198198249759))",POINT (-58.46155988539678 -34.5530929328792),4,0,1,NUÑEZ
"POLYGON ((-58.45787784038656 -34.55198198249759, -58.45787784038656 -34.55420388326081, -58.46033253706004 -34.55420388326081, -58.46033253706004 -34.55198198249759, -58.45787784038656 -34.55198198249759))",POINT (-58.4591051887233 -34.5530929328792),6,0,1,NUÑEZ
"POLYGON ((-58.45542314371308 -34.55198198249759, -58.45542314371308 -34.55420388326081, -58.45787784038656 -34.55420388326081, -58.45787784038656 -34.55198198249759, -58.45542314371308 -34.55198198249759))",POINT (-58.45665049204981 -34.5530929328792),9,0,1,BELGRANO
