geometry,centroid,mugs,cens,club,hood
"POLYGON ((-58.45542314371308 -34.62308280692056, -58.45542314371308 -34.62530470768377, -58.45787784038656 -34.62530470768377, -58.45787784038656 -34.62308280692056, -58.45542314371308 -34.62308280692056))",POINT (-58.45665049204981 -34.62419375730217),4,0,1,FLORES
"POLYGON ((-58.45296844703959 -34.62308280692056, -58.45296844703959 -34.62530470768377, -58.45542314371308 -34.62530470768377, -58.45542314371308 -34.62308280692056, -58.45296844703959 -34.62308280692056))",POINT (-58.45419579537634 -34.62419375730217),7,0,1,CABALLITO
"POLYGON ((-58.45051375036611 -34.62308280692056, -58.45051375036611 -34.62530470768377, -58.45296844703959 -34.62530470768377, -58.45296844703959 -34.62308280692056, -58.45051375036611 -34.62308280692056))",POINT (-58.45174109870285 -34.62419375730217),8,0,1,CABALLITO
"POLYGON ((-58.44805905369264 -34.62308280692056, -58.44805905369264 -34.62530470768377, -58.45051375036611 -34.62530470768377, -58.45051375036611 -34.62308280692056, -58.44805905369264 -34.62308280692056))",POINT (-58.44928640202937 -34.62419375730217),11,0,1,CABALLITO
"POLYGON ((-58.44560435701916 -34.62308280692056, -58.44560435701916 -34.62530470768377, -58.44805905369264 -34.62530470768377, -58.44805905369264 -34.62308280692056, -58.44560435701916 -34.62308280692056))",POINT (-58.4468317053559 -34.62419375730217),9,0,0,CABALLITO
"POLYGON ((-58.44314966034568 -34.62308280692056, -58.44314966034568 -34.62530470768377, -58.44560435701916 -34.62530470768377, -58.44560435701916 -34.62308280692056, -58.44314966034568 -34.62308280692056))",POINT (-58.44437700868241 -34.62419375730217),7,0,0,CABALLITO
"POLYGON ((-58.44069496367219 -34.62308280692056, -58.44069496367219 -34.62530470768377, -58.44314966034568 -34.62530470768377, -58.44314966034568 -34.62308280692056, -58.44069496367219 -34.62308280692056))",POINT (-58.44192231200893 -34.62419375730217),3,0,0,CABALLITO
"POLYGON ((-58.43824026699871 -34.62308280692056, -58.43824026699871 -34.62530470768377, -58.44069496367219 -34.62530470768377, -58.44069496367219 -34.62308280692056, -58.43824026699871 -34.62308280692056))",POINT (-58.43946761533545 -34.62419375730217),13,0,0,CABALLITO
"POLYGON ((-58.43578557032523 -34.62308280692056, -58.43578557032523 -34.62530470768377, -58.43824026699871 -34.62530470768377, -58.43824026699871 -34.62308280692056, -58.43578557032523 -34.62308280692056))",POINT (-58.43701291866196 -34.62419375730217),8,0,0,CABALLITO
"POLYGON ((-58.43333087365175 -34.62308280692056, -58.43333087365175 -34.62530470768377, -58.43578557032523 -34.62530470768377, -58.43578557032523 -34.62308280692056, -58.43333087365175 -34.62308280692056))",POINT (-58.43455822198849 -34.62419375730217),4,0,1,CABALLITO
"POLYGON ((-58.43087617697827 -34.62308280692056, -58.43087617697827 -34.62530470768377, -58.43333087365175 -34.62530470768377, -58.43333087365175 -34.62308280692056, -58.43087617697827 -34.62308280692056))",POINT (-58.432103525315 -34.62419375730217),7,0,1,CABALLITO
"POLYGON ((-58.42842148030478 -34.62308280692056, -58.42842148030478 -34.62530470768377, -58.43087617697827 -34.62530470768377, -58.43087617697827 -34.62308280692056, -58.42842148030478 -34.62308280692056))",POINT (-58.42964882864153 -34.62419375730217),11,0,1,CABALLITO
"POLYGON ((-58.4259667836313 -34.62308280692056, -58.4259667836313 -34.62530470768377, -58.42842148030478 -34.62530470768377, -58.42842148030478 -34.62308280692056, -58.4259667836313 -34.62308280692056))",POINT (-58.42719413196804 -34.62419375730217),17,0,1,BOEDO
"POLYGON ((-58.42351208695782 -34.62308280692056, -58.42351208695782 -34.62530470768377, -58.4259667836313 -34.62530470768377, -58.4259667836313 -34.62308280692056, -58.42351208695782 -34.62308280692056))",POINT (-58.42473943529455 -34.62419375730217),5,0,1,BOEDO
"POLYGON ((-58.42105739028434 -34.62308280692056, -58.42105739028434 -34.62530470768377, -58.42351208695782 -34.62530470768377, -58.42351208695782 -34.62308280692056, -58.42105739028434 -34.62308280692056))",POINT (-58.42228473862108 -34.62419375730217),2,0,1,BOEDO
"POLYGON ((-58.41860269361086 -34.62308280692056, -58.41860269361086 -34.62530470768377, -58.42105739028434 -34.62530470768377, -58.42105739028434 -34.62308280692056, -58.41860269361086 -34.62308280692056))",POINT (-58.41983004194759 -34.62419375730217),6,0,1,BOEDO
"POLYGON ((-58.41614799693738 -34.62308280692056, -58.41614799693738 -34.62530470768377, -58.41860269361086 -34.62530470768377, -58.41860269361086 -34.62308280692056, -58.41614799693738 -34.62308280692056))",POINT (-58.41737534527412 -34.62419375730217),7,0,0,BOEDO
"POLYGON ((-58.4136933002639 -34.62308280692056, -58.4136933002639 -34.62530470768377, -58.41614799693738 -34.62530470768377, -58.41614799693738 -34.62308280692056, -58.4136933002639 -34.62308280692056))",POINT (-58.41492064860063 -34.62419375730217),4,0,0,BOEDO
"POLYGON ((-58.41123860359042 -34.62308280692056, -58.41123860359042 -34.62530470768377, -58.4136933002639 -34.62530470768377, -58.4136933002639 -34.62308280692056, -58.41123860359042 -34.62308280692056))",POINT (-58.41246595192716 -34.62419375730217),15,0,0,BOEDO
"POLYGON ((-58.40878390691694 -34.62308280692056, -58.40878390691694 -34.62530470768377, -58.41123860359042 -34.62530470768377, -58.41123860359042 -34.62308280692056, -58.40878390691694 -34.62308280692056))",POINT (-58.41001125525368 -34.62419375730217),14,0,0,SAN CRISTOBAL
"POLYGON ((-58.40632921024346 -34.62308280692056, -58.40632921024346 -34.62530470768377, -58.40878390691694 -34.62530470768377, -58.40878390691694 -34.62308280692056, -58.40632921024346 -34.62308280692056))",POINT (-58.4075565585802 -34.62419375730217),6,0,0,SAN CRISTOBAL
"POLYGON ((-58.40387451356997 -34.62308280692056, -58.40387451356997 -34.62530470768377, -58.40632921024346 -34.62530470768377, -58.40632921024346 -34.62308280692056, -58.40387451356997 -34.62308280692056))",POINT (-58.40510186190672 -34.62419375730217),9,0,0,SAN CRISTOBAL
"POLYGON ((-58.40141981689649 -34.62308280692056, -58.40141981689649 -34.62530470768377, -58.40387451356997 -34.62530470768377, -58.40387451356997 -34.62308280692056, -58.40141981689649 -34.62308280692056))",POINT (-58.40264716523324 -34.62419375730217),11,0,0,SAN CRISTOBAL
"POLYGON ((-58.39896512022301 -34.62308280692056, -58.39896512022301 -34.62530470768377, -58.40141981689649 -34.62530470768377, -58.40141981689649 -34.62308280692056, -58.39896512022301 -34.62308280692056))",POINT (-58.40019246855975 -34.62419375730217),11,0,0,SAN CRISTOBAL
"POLYGON ((-58.39651042354953 -34.62308280692056, -58.39651042354953 -34.62530470768377, -58.39896512022301 -34.62530470768377, -58.39896512022301 -34.62308280692056, -58.39651042354953 -34.62308280692056))",POINT (-58.39773777188626 -34.62419375730217),11,0,0,SAN CRISTOBAL
"POLYGON ((-58.39405572687605 -34.62308280692056, -58.39405572687605 -34.62530470768377, -58.39651042354953 -34.62530470768377, -58.39651042354953 -34.62308280692056, -58.39405572687605 -34.62308280692056))",POINT (-58.3952830752128 -34.62419375730217),8,0,0,SAN CRISTOBAL
"POLYGON ((-58.39160103020257 -34.62308280692056, -58.39160103020257 -34.62530470768377, -58.39405572687605 -34.62530470768377, -58.39405572687605 -34.62308280692056, -58.39160103020257 -34.62308280692056))",POINT (-58.39282837853931 -34.62419375730217),9,0,0,SAN CRISTOBAL
"POLYGON ((-58.38914633352908 -34.62308280692056, -58.38914633352908 -34.62530470768377, -58.39160103020257 -34.62530470768377, -58.39160103020257 -34.62308280692056, -58.38914633352908 -34.62308280692056))",POINT (-58.39037368186582 -34.62419375730217),12,0,0,CONSTITUCION
"POLYGON ((-58.3866916368556 -34.62308280692056, -58.3866916368556 -34.62530470768377, -58.38914633352908 -34.62530470768377, -58.38914633352908 -34.62308280692056, -58.3866916368556 -34.62308280692056))",POINT (-58.38791898519234 -34.62419375730217),4,0,1,CONSTITUCION
"POLYGON ((-58.38423694018212 -34.62308280692056, -58.38423694018212 -34.62530470768377, -58.3866916368556 -34.62530470768377, -58.3866916368556 -34.62308280692056, -58.38423694018212 -34.62308280692056))",POINT (-58.38546428851886 -34.62419375730217),21,0,1,CONSTITUCION
"POLYGON ((-58.38178224350865 -34.62308280692056, -58.38178224350865 -34.62530470768377, -58.38423694018212 -34.62530470768377, -58.38423694018212 -34.62308280692056, -58.38178224350865 -34.62308280692056))",POINT (-58.38300959184538 -34.62419375730217),27,0,1,CONSTITUCION
"POLYGON ((-58.37932754683516 -34.62308280692056, -58.37932754683516 -34.62530470768377, -58.38178224350865 -34.62530470768377, -58.38178224350865 -34.62308280692056, -58.37932754683516 -34.62308280692056))",POINT (-58.38055489517191 -34.62419375730217),9,0,1,CONSTITUCION
"POLYGON ((-58.37687285016168 -34.62308280692056, -58.37687285016168 -34.62530470768377, -58.37932754683516 -34.62530470768377, -58.37932754683516 -34.62308280692056, -58.37687285016168 -34.62308280692056))",POINT (-58.37810019849842 -34.62419375730217),2,0,1,CONSTITUCION
"POLYGON ((-58.3744181534882 -34.62308280692056, -58.3744181534882 -34.62530470768377, -58.37687285016168 -34.62530470768377, -58.37687285016168 -34.62308280692056, -58.3744181534882 -34.62308280692056))",POINT (-58.37564550182494 -34.62419375730217),7,0,1,SAN TELMO
"POLYGON ((-58.37196345681472 -34.62308280692056, -58.37196345681472 -34.62530470768377, -58.3744181534882 -34.62530470768377, -58.3744181534882 -34.62308280692056, -58.37196345681472 -34.62308280692056))",POINT (-58.37319080515147 -34.62419375730217),10,0,1,SAN TELMO
"POLYGON ((-58.36950876014124 -34.62308280692056, -58.36950876014124 -34.62530470768377, -58.37196345681472 -34.62530470768377, -58.37196345681472 -34.62308280692056, -58.36950876014124 -34.62308280692056))",POINT (-58.37073610847798 -34.62419375730217),9,0,1,SAN TELMO
"POLYGON ((-58.36705406346776 -34.62308280692056, -58.36705406346776 -34.62530470768377, -58.36950876014124 -34.62530470768377, -58.36950876014124 -34.62308280692056, -58.36705406346776 -34.62308280692056))",POINT (-58.3682814118045 -34.62419375730217),12,0,0,SAN TELMO
"POLYGON ((-58.36459936679427 -34.62308280692056, -58.36459936679427 -34.62530470768377, -58.36705406346776 -34.62530470768377, -58.36705406346776 -34.62308280692056, -58.36459936679427 -34.62308280692056))",POINT (-58.36582671513102 -34.62419375730217),4,0,0,SAN TELMO
"POLYGON ((-58.35478058010035 -34.62308280692056, -58.35478058010035 -34.62530470768377, -58.35723527677383 -34.62530470768377, -58.35723527677383 -34.62308280692056, -58.35478058010035 -34.62308280692056))",POINT (-58.35600792843709 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.35232588342686 -34.62308280692056, -58.35232588342686 -34.62530470768377, -58.35478058010035 -34.62530470768377, -58.35478058010035 -34.62308280692056, -58.35232588342686 -34.62308280692056))",POINT (-58.35355323176361 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.34987118675339 -34.62308280692056, -58.34987118675339 -34.62530470768377, -58.35232588342686 -34.62530470768377, -58.35232588342686 -34.62308280692056, -58.34987118675339 -34.62308280692056))",POINT (-58.35109853509012 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.34741649007991 -34.62308280692056, -58.34741649007991 -34.62530470768377, -58.34987118675339 -34.62530470768377, -58.34987118675339 -34.62308280692056, -58.34741649007991 -34.62308280692056))",POINT (-58.34864383841665 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.34496179340643 -34.62308280692056, -58.34496179340643 -34.62530470768377, -58.34741649007991 -34.62530470768377, -58.34741649007991 -34.62308280692056, -58.34496179340643 -34.62308280692056))",POINT (-58.34618914174317 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.34250709673294 -34.62308280692056, -58.34250709673294 -34.62530470768377, -58.34496179340643 -34.62530470768377, -58.34496179340643 -34.62308280692056, -58.34250709673294 -34.62308280692056))",POINT (-58.34373444506969 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.34005240005946 -34.62308280692056, -58.34005240005946 -34.62530470768377, -58.34250709673294 -34.62530470768377, -58.34250709673294 -34.62308280692056, -58.34005240005946 -34.62308280692056))",POINT (-58.3412797483962 -34.62419375730217),0,1,0,BOCA
"POLYGON ((-58.52660934724403 -34.62530470768377, -58.52660934724403 -34.62752660844699, -58.52906404391751 -34.62752660844699, -58.52906404391751 -34.62530470768377, -58.52660934724403 -34.62530470768377))",POINT (-58.52783669558077 -34.62641565806538),1,0,0,VERSALLES
"POLYGON ((-58.52415465057055 -34.62530470768377, -58.52415465057055 -34.62752660844699, -58.52660934724403 -34.62752660844699, -58.52660934724403 -34.62530470768377, -58.52415465057055 -34.62530470768377))",POINT (-58.52538199890729 -34.62641565806538),6,0,0,VERSALLES
"POLYGON ((-58.52169995389707 -34.62530470768377, -58.52169995389707 -34.62752660844699, -58.52415465057055 -34.62752660844699, -58.52415465057055 -34.62530470768377, -58.52169995389707 -34.62530470768377))",POINT (-58.5229273022338 -34.62641565806538),1,0,0,VERSALLES
"POLYGON ((-58.51924525722359 -34.62530470768377, -58.51924525722359 -34.62752660844699, -58.52169995389707 -34.62752660844699, -58.52169995389707 -34.62530470768377, -58.51924525722359 -34.62530470768377))",POINT (-58.52047260556033 -34.62641565806538),1,0,0,VERSALLES
"POLYGON ((-58.51679056055011 -34.62530470768377, -58.51679056055011 -34.62752660844699, -58.51924525722359 -34.62752660844699, -58.51924525722359 -34.62530470768377, -58.51679056055011 -34.62530470768377))",POINT (-58.51801790888684 -34.62641565806538),2,0,0,MONTE CASTRO
"POLYGON ((-58.51433586387663 -34.62530470768377, -58.51433586387663 -34.62752660844699, -58.51679056055011 -34.62752660844699, -58.51679056055011 -34.62530470768377, -58.51433586387663 -34.62530470768377))",POINT (-58.51556321221337 -34.62641565806538),3,0,0,MONTE CASTRO
"POLYGON ((-58.51188116720315 -34.62530470768377, -58.51188116720315 -34.62752660844699, -58.51433586387663 -34.62752660844699, -58.51433586387663 -34.62530470768377, -58.51188116720315 -34.62530470768377))",POINT (-58.5131085155399 -34.62641565806538),1,0,0,VILLA LURO
"POLYGON ((-58.50942647052967 -34.62530470768377, -58.50942647052967 -34.62752660844699, -58.51188116720315 -34.62752660844699, -58.51188116720315 -34.62530470768377, -58.50942647052967 -34.62530470768377))",POINT (-58.51065381886641 -34.62641565806538),3,0,0,VILLA LURO
"POLYGON ((-58.50697177385619 -34.62530470768377, -58.50697177385619 -34.62752660844699, -58.50942647052967 -34.62752660844699, -58.50942647052967 -34.62530470768377, -58.50697177385619 -34.62530470768377))",POINT (-58.50819912219293 -34.62641565806538),2,0,0,MONTE CASTRO
"POLYGON ((-58.5045170771827 -34.62530470768377, -58.5045170771827 -34.62752660844699, -58.50697177385619 -34.62752660844699, -58.50697177385619 -34.62530470768377, -58.5045170771827 -34.62530470768377))",POINT (-58.50574442551945 -34.62641565806538),1,0,0,VELEZ SARSFIELD
"POLYGON ((-58.50206238050922 -34.62530470768377, -58.50206238050922 -34.62752660844699, -58.5045170771827 -34.62752660844699, -58.5045170771827 -34.62530470768377, -58.50206238050922 -34.62530470768377))",POINT (-58.50328972884596 -34.62641565806538),3,0,0,VELEZ SARSFIELD
"POLYGON ((-58.49960768383574 -34.62530470768377, -58.49960768383574 -34.62752660844699, -58.50206238050922 -34.62752660844699, -58.50206238050922 -34.62530470768377, -58.49960768383574 -34.62530470768377))",POINT (-58.50083503217249 -34.62641565806538),2,0,0,VELEZ SARSFIELD
"POLYGON ((-58.49715298716226 -34.62530470768377, -58.49715298716226 -34.62752660844699, -58.49960768383574 -34.62752660844699, -58.49960768383574 -34.62530470768377, -58.49715298716226 -34.62530470768377))",POINT (-58.498380335499 -34.62641565806538),1,0,0,VELEZ SARSFIELD
"POLYGON ((-58.49469829048878 -34.62530470768377, -58.49469829048878 -34.62752660844699, -58.49715298716226 -34.62752660844699, -58.49715298716226 -34.62530470768377, -58.49469829048878 -34.62530470768377))",POINT (-58.49592563882552 -34.62641565806538),1,0,0,VELEZ SARSFIELD
"POLYGON ((-58.4922435938153 -34.62530470768377, -58.4922435938153 -34.62752660844699, -58.49469829048878 -34.62752660844699, -58.49469829048878 -34.62530470768377, -58.4922435938153 -34.62530470768377))",POINT (-58.49347094215204 -34.62641565806538),0,1,0,VELEZ SARSFIELD
"POLYGON ((-58.48978889714181 -34.62530470768377, -58.48978889714181 -34.62752660844699, -58.4922435938153 -34.62752660844699, -58.4922435938153 -34.62530470768377, -58.48978889714181 -34.62530470768377))",POINT (-58.49101624547855 -34.62641565806538),3,0,0,FLORESTA
"POLYGON ((-58.48733420046833 -34.62530470768377, -58.48733420046833 -34.62752660844699, -58.48978889714181 -34.62752660844699, -58.48978889714181 -34.62530470768377, -58.48733420046833 -34.62530470768377))",POINT (-58.48856154880507 -34.62641565806538),0,1,0,FLORESTA
"POLYGON ((-58.48487950379485 -34.62530470768377, -58.48487950379485 -34.62752660844699, -58.48733420046833 -34.62752660844699, -58.48733420046833 -34.62530470768377, -58.48487950379485 -34.62530470768377))",POINT (-58.4861068521316 -34.62641565806538),8,0,0,FLORESTA
"POLYGON ((-58.48242480712138 -34.62530470768377, -58.48242480712138 -34.62752660844699, -58.48487950379485 -34.62752660844699, -58.48487950379485 -34.62530470768377, -58.48242480712138 -34.62530470768377))",POINT (-58.48365215545811 -34.62641565806538),4,0,0,FLORESTA
"POLYGON ((-58.47997011044789 -34.62530470768377, -58.47997011044789 -34.62752660844699, -58.48242480712138 -34.62752660844699, -58.48242480712138 -34.62530470768377, -58.47997011044789 -34.62530470768377))",POINT (-58.48119745878464 -34.62641565806538),3,0,1,FLORESTA
"POLYGON ((-58.47751541377441 -34.62530470768377, -58.47751541377441 -34.62752660844699, -58.47997011044789 -34.62752660844699, -58.47997011044789 -34.62530470768377, -58.47751541377441 -34.62530470768377))",POINT (-58.47874276211116 -34.62641565806538),0,1,1,FLORESTA
"POLYGON ((-58.47506071710093 -34.62530470768377, -58.47506071710093 -34.62752660844699, -58.47751541377441 -34.62752660844699, -58.47751541377441 -34.62530470768377, -58.47506071710093 -34.62530470768377))",POINT (-58.47628806543767 -34.62641565806538),4,0,1,FLORESTA
"POLYGON ((-58.47260602042745 -34.62530470768377, -58.47260602042745 -34.62752660844699, -58.47506071710093 -34.62752660844699, -58.47506071710093 -34.62530470768377, -58.47260602042745 -34.62530470768377))",POINT (-58.47383336876419 -34.62641565806538),2,0,1,FLORES
"POLYGON ((-58.47015132375397 -34.62530470768377, -58.47015132375397 -34.62752660844699, -58.47260602042745 -34.62752660844699, -58.47260602042745 -34.62530470768377, -58.47015132375397 -34.62530470768377))",POINT (-58.47137867209072 -34.62641565806538),5,0,1,FLORES
"POLYGON ((-58.46769662708049 -34.62530470768377, -58.46769662708049 -34.62752660844699, -58.47015132375397 -34.62752660844699, -58.47015132375397 -34.62530470768377, -58.46769662708049 -34.62530470768377))",POINT (-58.46892397541723 -34.62641565806538),6,0,1,FLORES
"POLYGON ((-58.465241930407 -34.62530470768377, -58.465241930407 -34.62752660844699, -58.46769662708049 -34.62752660844699, -58.46769662708049 -34.62530470768377, -58.465241930407 -34.62530470768377))",POINT (-58.46646927874375 -34.62641565806538),7,0,1,FLORES
"POLYGON ((-58.46278723373352 -34.62530470768377, -58.46278723373352 -34.62752660844699, -58.465241930407 -34.62752660844699, -58.465241930407 -34.62530470768377, -58.46278723373352 -34.62530470768377))",POINT (-58.46401458207026 -34.62641565806538),5,0,1,FLORES
"POLYGON ((-58.46033253706004 -34.62530470768377, -58.46033253706004 -34.62752660844699, -58.46278723373352 -34.62752660844699, -58.46278723373352 -34.62530470768377, -58.46033253706004 -34.62530470768377))",POINT (-58.46155988539678 -34.62641565806538),9,0,1,FLORES
"POLYGON ((-58.45787784038656 -34.62530470768377, -58.45787784038656 -34.62752660844699, -58.46033253706004 -34.62752660844699, -58.46033253706004 -34.62530470768377, -58.45787784038656 -34.62530470768377))",POINT (-58.4591051887233 -34.62641565806538),5,0,1,FLORES
"POLYGON ((-58.45542314371308 -34.62530470768377, -58.45542314371308 -34.62752660844699, -58.45787784038656 -34.62752660844699, -58.45787784038656 -34.62530470768377, -58.45542314371308 -34.62530470768377))",POINT (-58.45665049204981 -34.62641565806538),16,0,1,FLORES
"POLYGON ((-58.45296844703959 -34.62530470768377, -58.45296844703959 -34.62752660844699, -58.45542314371308 -34.62752660844699, -58.45542314371308 -34.62530470768377, -58.45296844703959 -34.62530470768377))",POINT (-58.45419579537634 -34.62641565806538),18,0,1,FLORES
"POLYGON ((-58.45051375036611 -34.62530470768377, -58.45051375036611 -34.62752660844699, -58.45296844703959 -34.62752660844699, -58.45296844703959 -34.62530470768377, -58.45051375036611 -34.62530470768377))",POINT (-58.45174109870285 -34.62641565806538),7,0,1,CABALLITO
"POLYGON ((-58.44805905369264 -34.62530470768377, -58.44805905369264 -34.62752660844699, -58.45051375036611 -34.62752660844699, -58.45051375036611 -34.62530470768377, -58.44805905369264 -34.62530470768377))",POINT (-58.44928640202937 -34.62641565806538),8,0,1,CABALLITO
"POLYGON ((-58.44560435701916 -34.62530470768377, -58.44560435701916 -34.62752660844699, -58.44805905369264 -34.62752660844699, -58.44805905369264 -34.62530470768377, -58.44560435701916 -34.62530470768377))",POINT (-58.4468317053559 -34.62641565806538),5,0,0,CABALLITO
"POLYGON ((-58.44314966034568 -34.62530470768377, -58.44314966034568 -34.62752660844699, -58.44560435701916 -34.62752660844699, -58.44560435701916 -34.62530470768377, -58.44314966034568 -34.62530470768377))",POINT (-58.44437700868241 -34.62641565806538),6,0,0,CABALLITO
"POLYGON ((-58.44069496367219 -34.62530470768377, -58.44069496367219 -34.62752660844699, -58.44314966034568 -34.62752660844699, -58.44314966034568 -34.62530470768377, -58.44069496367219 -34.62530470768377))",POINT (-58.44192231200893 -34.62641565806538),3,0,0,CABALLITO
"POLYGON ((-58.43824026699871 -34.62530470768377, -58.43824026699871 -34.62752660844699, -58.44069496367219 -34.62752660844699, -58.44069496367219 -34.62530470768377, -58.43824026699871 -34.62530470768377))",POINT (-58.43946761533545 -34.62641565806538),2,0,0,CABALLITO
"POLYGON ((-58.43578557032523 -34.62530470768377, -58.43578557032523 -34.62752660844699, -58.43824026699871 -34.62752660844699, -58.43824026699871 -34.62530470768377, -58.43578557032523 -34.62530470768377))",POINT (-58.43701291866196 -34.62641565806538),12,0,0,CABALLITO
"POLYGON ((-58.43333087365175 -34.62530470768377, -58.43333087365175 -34.62752660844699, -58.43578557032523 -34.62752660844699, -58.43578557032523 -34.62530470768377, -58.43333087365175 -34.62530470768377))",POINT (-58.43455822198849 -34.62641565806538),5,0,1,CABALLITO
"POLYGON ((-58.43087617697827 -34.62530470768377, -58.43087617697827 -34.62752660844699, -58.43333087365175 -34.62752660844699, -58.43333087365175 -34.62530470768377, -58.43087617697827 -34.62530470768377))",POINT (-58.432103525315 -34.62641565806538),6,0,1,CABALLITO
"POLYGON ((-58.42842148030478 -34.62530470768377, -58.42842148030478 -34.62752660844699, -58.43087617697827 -34.62752660844699, -58.43087617697827 -34.62530470768377, -58.42842148030478 -34.62530470768377))",POINT (-58.42964882864153 -34.62641565806538),11,0,1,CABALLITO
"POLYGON ((-58.4259667836313 -34.62530470768377, -58.4259667836313 -34.62752660844699, -58.42842148030478 -34.62752660844699, -58.42842148030478 -34.62530470768377, -58.4259667836313 -34.62530470768377))",POINT (-58.42719413196804 -34.62641565806538),9,0,1,CABALLITO
"POLYGON ((-58.42351208695782 -34.62530470768377, -58.42351208695782 -34.62752660844699, -58.4259667836313 -34.62752660844699, -58.4259667836313 -34.62530470768377, -58.42351208695782 -34.62530470768377))",POINT (-58.42473943529455 -34.62641565806538),9,0,1,BOEDO
"POLYGON ((-58.42105739028434 -34.62530470768377, -58.42105739028434 -34.62752660844699, -58.42351208695782 -34.62752660844699, -58.42351208695782 -34.62530470768377, -58.42105739028434 -34.62530470768377))",POINT (-58.42228473862108 -34.62641565806538),4,0,1,BOEDO
"POLYGON ((-58.41860269361086 -34.62530470768377, -58.41860269361086 -34.62752660844699, -58.42105739028434 -34.62752660844699, -58.42105739028434 -34.62530470768377, -58.41860269361086 -34.62530470768377))",POINT (-58.41983004194759 -34.62641565806538),4,0,1,BOEDO
"POLYGON ((-58.41614799693738 -34.62530470768377, -58.41614799693738 -34.62752660844699, -58.41860269361086 -34.62752660844699, -58.41860269361086 -34.62530470768377, -58.41614799693738 -34.62530470768377))",POINT (-58.41737534527412 -34.62641565806538),3,0,0,BOEDO
"POLYGON ((-58.4136933002639 -34.62530470768377, -58.4136933002639 -34.62752660844699, -58.41614799693738 -34.62752660844699, -58.41614799693738 -34.62530470768377, -58.4136933002639 -34.62530470768377))",POINT (-58.41492064860063 -34.62641565806538),7,0,0,BOEDO
"POLYGON ((-58.41123860359042 -34.62530470768377, -58.41123860359042 -34.62752660844699, -58.4136933002639 -34.62752660844699, -58.4136933002639 -34.62530470768377, -58.41123860359042 -34.62530470768377))",POINT (-58.41246595192716 -34.62641565806538),4,0,0,BOEDO
"POLYGON ((-58.40878390691694 -34.62530470768377, -58.40878390691694 -34.62752660844699, -58.41123860359042 -34.62752660844699, -58.41123860359042 -34.62530470768377, -58.40878390691694 -34.62530470768377))",POINT (-58.41001125525368 -34.62641565806538),4,0,0,SAN CRISTOBAL
"POLYGON ((-58.40632921024346 -34.62530470768377, -58.40632921024346 -34.62752660844699, -58.40878390691694 -34.62752660844699, -58.40878390691694 -34.62530470768377, -58.40632921024346 -34.62530470768377))",POINT (-58.4075565585802 -34.62641565806538),8,0,0,SAN CRISTOBAL
"POLYGON ((-58.40387451356997 -34.62530470768377, -58.40387451356997 -34.62752660844699, -58.40632921024346 -34.62752660844699, -58.40632921024346 -34.62530470768377, -58.40387451356997 -34.62530470768377))",POINT (-58.40510186190672 -34.62641565806538),11,0,0,SAN CRISTOBAL
"POLYGON ((-58.40141981689649 -34.62530470768377, -58.40141981689649 -34.62752660844699, -58.40387451356997 -34.62752660844699, -58.40387451356997 -34.62530470768377, -58.40141981689649 -34.62530470768377))",POINT (-58.40264716523324 -34.62641565806538),3,0,0,SAN CRISTOBAL
"POLYGON ((-58.39896512022301 -34.62530470768377, -58.39896512022301 -34.62752660844699, -58.40141981689649 -34.62752660844699, -58.40141981689649 -34.62530470768377, -58.39896512022301 -34.62530470768377))",POINT (-58.40019246855975 -34.62641565806538),3,0,0,SAN CRISTOBAL
"POLYGON ((-58.39651042354953 -34.62530470768377, -58.39651042354953 -34.62752660844699, -58.39896512022301 -34.62752660844699, -58.39896512022301 -34.62530470768377, -58.39651042354953 -34.62530470768377))",POINT (-58.39773777188626 -34.62641565806538),2,0,0,SAN CRISTOBAL
"POLYGON ((-58.39405572687605 -34.62530470768377, -58.39405572687605 -34.62752660844699, -58.39651042354953 -34.62752660844699, -58.39651042354953 -34.62530470768377, -58.39405572687605 -34.62530470768377))",POINT (-58.3952830752128 -34.62641565806538),7,0,0,SAN CRISTOBAL
"POLYGON ((-58.39160103020257 -34.62530470768377, -58.39160103020257 -34.62752660844699, -58.39405572687605 -34.62752660844699, -58.39405572687605 -34.62530470768377, -58.39160103020257 -34.62530470768377))",POINT (-58.39282837853931 -34.62641565806538),7,0,0,SAN CRISTOBAL
"POLYGON ((-58.38914633352908 -34.62530470768377, -58.38914633352908 -34.62752660844699, -58.39160103020257 -34.62752660844699, -58.39160103020257 -34.62530470768377, -58.38914633352908 -34.62530470768377))",POINT (-58.39037368186582 -34.62641565806538),14,0,1,CONSTITUCION
"POLYGON ((-58.3866916368556 -34.62530470768377, -58.3866916368556 -34.62752660844699, -58.38914633352908 -34.62752660844699, -58.38914633352908 -34.62530470768377, -58.3866916368556 -34.62530470768377))",POINT (-58.38791898519234 -34.62641565806538),9,0,1,CONSTITUCION
